children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-715.9535641,31,masters degree,0,married,0,F,employee,0,155944.0337,property renovation
0,352818.6242,57,secondary education,1,married,0,F,retiree,0,42198.60894,car
0,-6232.867674,41,masters degree,0,married,0,F,employee,0,129461.2886,building a real estate
0,-3938.724305,56,bachelor degree,2,civil partnership,1,M,employee,0,308164.5964,to have a wedding
1,,46,masters degree,0,married,0,M,employee,0,,buying property for renting out
1,-677.4512989,37,masters degree,0,married,0,M,partner,0,89298.12976,building a property
2,-1495.893009,47,Masters Degree,0,married,0,M,partner,1,171220.9134,purchase of my own house
0,,28,secondary education,1,unmarried,4,M,employee,0,,going to university
1,-2633.788803,45,masters degree,0,married,0,F,civil servant,0,145104.7148,housing
0,330226.302,59,secondary education,1,widow / widower,2,F,retiree,0,132161.8058,cars
0,-642.7368982,62,masters degree,0,married,0,F,employee,0,84269.37649,housing transactions
2,-1073.777585,38,primary education,3,married,0,M,employee,0,99667.57836,buying a second-hand car
0,-3246.009401,52,secondary education,1,civil partnership,1,M,employee,0,151687.7548,wedding ceremony
0,-6449.124261,35,secondary education,1,married,0,F,employee,0,259152.3321,purchase of a car
0,-4411.067139,47,secondary education,1,married,0,F,civil servant,0,100943.2998,car
0,-1357.050796,48,masters degree,0,married,0,F,employee,0,121864.667,to own a car
1,-1573.181592,39,secondary education,1,married,0,M,partner,0,132217.511,going to university
0,-4524.510147,38,masters degree,0,unmarried,4,F,employee,0,214576.3694,construction of own property
0,381593.829,48,secondary education,1,married,0,F,retiree,0,155622.6507,second-hand car purchase
1,-476.5542904,40,secondary education,1,married,0,M,partner,0,170206.9888,to own a car
0,-294.8444048,34,SECONDARY EDUCATION,1,married,0,M,employee,0,200316.4285,purchase of my own house
0,-2680.601204,52,secondary education,1,married,0,M,partner,1,171946.8307,purchase of the house for my family
2,-126.311494,48,masters degree,0,married,0,F,partner,0,378725.7716,property renovation
0,,51,masters degree,0,married,0,M,employee,0,,property
1,-7104.603145,36,secondary education,1,married,0,F,employee,0,102964.0462,purchase of my own house
0,-4036.68298,60,secondary education,1,widow / widower,2,F,employee,0,157721.9095,profile education
0,-1683.013673,45,secondary education,1,unmarried,4,M,partner,0,136097.9456,supplementary education
0,-1673.377057,59,secondary education,1,married,0,M,employee,0,134519.8238,to buy a car
1,-638.280892,44,secondary education,1,divorced,3,F,partner,0,168463.7376,getting an education
0,361781.5111,49,masters degree,0,civil partnership,1,M,retiree,0,138076.5319,wedding ceremony
1,-1020.004772,28,masters degree,0,married,0,F,employee,0,169844.2968,purchase of my own house
0,-7109.25849,47,secondary education,1,married,0,F,civil servant,0,81413.46493,getting higher education
0,370674.9882,67,SECONDARY EDUCATION,1,married,0,F,retiree,0,72929.26202,to become educated
2,,35,secondary education,1,married,0,F,employee,0,,buy commercial real estate
0,367973.4812,63,secondary education,1,civil partnership,1,M,retiree,0,197853.9393,purchase of the house
0,,62,secondary education,1,civil partnership,1,F,employee,0,,having a wedding
0,377245.7943,60,secondary education,1,civil partnership,1,F,retiree,0,274764.2473,to have a wedding
0,401364.8529,63,secondary education,1,married,0,F,retiree,0,84816.21669,to get asupplementary education
0,-268.4444508,29,masters degree,0,civil partnership,1,M,partner,0,197565.6106,transactions with the residential real estate
0,-7385.730395,63,masters degree,0,married,0,F,employee,0,173090.0651,real estate transactions
0,-1029.702347,55,secondary education,1,civil partnership,1,M,employee,1,145523.1937,to have a wedding
0,-9690.989116,45,secondary education,1,married,0,F,employee,0,140352.1239,second-hand car purchase
0,-4725.401998,56,secondary education,1,divorced,3,F,partner,0,239253.7357,getting higher education
0,-2754.217506,38,secondary education,1,married,0,F,employee,0,163081.5711,car
0,359363.6397,54,secondary education,1,married,0,F,retiree,0,184789.9157,to own a car
0,-424.0214024,33,masters degree,0,married,0,M,partner,0,676173.1573,purchase of the house
1,-887.8795368,32,secondary education,1,married,0,M,employee,1,142136.7711,construction of own property
1,-1251.809552,36,bachelor degree,2,married,0,F,partner,0,133237.2281,to own a car
2,-3530.180493,41,secondary education,1,married,0,M,employee,0,253479.241,car purchase
0,-4175.855736,35,masters degree,0,married,0,F,civil servant,0,120478.9162,buying property for renting out
0,391149.369,56,Masters Degree,0,married,0,F,retiree,0,190958.2732,buying property for renting out
1,-903.2038154,27,secondary education,1,married,0,M,employee,0,98667.98001,buy commercial real estate
0,,43,secondary education,1,married,0,F,employee,0,,education
1,-170.2277448,30,Secondary Education,1,married,0,M,employee,0,216009.2954,transactions with my real estate
3,-2516.427214,37,secondary education,1,married,0,F,civil servant,0,104129.9352,construction of own property
1,-418.9882717,38,secondary education,1,civil partnership,1,F,employee,0,148611.6002,purchase of my own house
2,-398.9387193,23,masters degree,0,married,0,F,partner,0,385613.2198,transactions with the residential real estate
1,-225.9340441,43,secondary education,1,divorced,3,M,employee,0,112084.427,housing
0,-3404.817572,58,SECONDARY EDUCATION,1,married,0,F,civil servant,0,186862.3077,to get asupplementary education
0,370278.7764,53,primary education,3,married,0,F,retiree,0,206193.0809,cars
0,-4455.03063,43,secondary education,1,married,0,M,employee,0,90177.46875,housing
0,-330.7897412,26,masters degree,0,married,0,M,employee,0,108786.6136,getting an education
0,-438.841977,51,masters degree,0,married,0,M,partner,0,419998.2213,supplementary education
2,,35,bachelor degree,2,married,0,F,employee,0,,transactions with my real estate
1,-728.1796277,37,secondary education,1,civil partnership,1,F,employee,0,124562.1132,housing transactions
1,-5085.177031,41,masters degree,0,civil partnership,1,F,employee,0,107428.3144,to have a wedding
3,-163.3596636,41,secondary education,1,married,0,M,partner,0,351351.7369,buy real estate
0,356612.1901,62,masters degree,0,married,0,F,retiree,0,236584.3167,housing transactions
2,-4723.054568,38,masters degree,0,married,0,F,civil servant,0,129970.9244,purchase of the house for my family
1,-2954.86527,51,secondary education,1,divorced,3,M,employee,0,63594.11187,buying property for renting out
2,-1134.378791,33,masters degree,0,married,0,M,employee,1,325670.6419,buying my own car
0,-10735.08943,50,SECONDARY EDUCATION,1,married,0,F,employee,0,94753.55112,buying my own car
0,-2492.511177,50,secondary education,1,widow / widower,2,F,employee,0,350426.3429,housing
1,-2504.748359,39,secondary education,1,married,0,M,employee,0,127955.2816,building a real estate
0,-8871.965225,44,secondary education,1,unmarried,4,M,employee,0,101289.0342,purchase of the house for my family
0,-2987.852515,55,masters degree,0,married,0,M,employee,0,201008.1317,university education
0,358166.4922,63,secondary education,1,widow / widower,2,F,retiree,0,249115.2981,purchase of my own house
0,-524.4889517,45,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,171890.6128,purchase of the house for my family
0,-2561.710322,34,secondary education,1,married,0,M,partner,1,67310.87352,university education
0,392190.5582,57,secondary education,1,married,0,F,retiree,0,120862.7187,buying a second-hand car
2,-3326.639657,44,secondary education,1,married,0,M,employee,0,115182.5863,to own a car
0,-386.7402417,43,secondary education,1,married,0,F,employee,0,185388.665,going to university
2,-1325.744199,33,secondary education,1,married,0,F,employee,0,102100.3016,purchase of the house
1,-3732.30307,38,masters degree,0,married,0,M,employee,0,195502.4385,housing transactions
0,,66,secondary education,1,civil partnership,1,F,retiree,0,,to have a wedding
0,-1722.917947,31,secondary education,1,married,0,F,employee,0,136960.5834,purchase of a car
1,-1807.397693,25,secondary education,1,civil partnership,1,F,partner,0,113062.4742,wedding ceremony
0,348335.8045,68,secondary education,1,married,0,F,retiree,0,39293.09038,buying property for renting out
0,369212.1049,53,masters degree,0,married,0,F,retiree,0,170868.6001,property renovation
1,,34,masters degree,0,married,0,F,partner,0,,purchase of my own house
0,360640.205,61,secondary education,1,civil partnership,1,M,retiree,0,229471.778,wedding ceremony
0,-331.1698663,45,secondary education,1,civil partnership,1,F,employee,0,79951.63032,to have a wedding
0,-8682.323874,47,secondary education,1,civil partnership,1,F,employee,0,98441.82894,having a wedding
0,-1243.345099,29,secondary education,1,unmarried,4,F,employee,0,123198.1098,purchase of my own house
0,-200.8527125,34,secondary education,1,married,0,F,partner,0,329043.8356,purchase of the house for my family
2,-2920.467199,34,secondary education,1,married,0,M,employee,0,73780.689,education
0,342046.4967,60,masters degree,0,widow / widower,2,F,retiree,0,101996.3845,building a real estate
1,-487.7647648,37,secondary education,1,divorced,3,M,employee,1,167213.476,property
1,-1805.211084,23,secondary education,1,civil partnership,1,F,employee,0,99812.53777,having a wedding
0,-162.7640063,35,secondary education,1,married,0,M,employee,0,143963.0481,buy commercial real estate
0,-3180.338904,48,secondary education,1,married,0,F,employee,0,66210.66605,real estate transactions
1,-7584.70985,49,SECONDARY EDUCATION,1,married,0,M,partner,0,354988.7749,buy real estate
2,-3822.733633,41,secondary education,1,divorced,3,F,employee,0,95451.33,supplementary education
1,-4010.354777,31,masters degree,0,married,0,F,partner,1,134657.5003,car purchase
0,-2846.931141,28,secondary education,1,unmarried,4,F,partner,0,164058.309,cars
0,354587.2911,51,secondary education,1,married,0,F,retiree,0,97137.27728,purchase of my own house
0,-681.5934128,25,masters degree,0,divorced,3,F,employee,1,83307.93452,car
0,-99.094983,26,masters degree,0,unmarried,4,M,employee,0,126338.0981,construction of own property
0,-661.4692907,27,secondary education,1,unmarried,4,M,employee,0,108050.1746,purchase of the house for my family
1,-5532.692082,35,masters degree,0,married,0,F,employee,0,105837.1021,construction of own property
0,-3065.60762,34,secondary education,1,married,0,M,employee,0,173645.6673,getting higher education
1,-786.1538712,43,secondary education,1,married,0,M,employee,0,179391.5293,buy real estate
0,,53,secondary education,1,married,0,F,employee,0,,housing transactions
2,-2920.931698,30,masters degree,0,married,0,F,employee,0,340963.6339,construction of own property
0,-7047.131999,44,secondary education,1,married,0,F,partner,0,127584.2282,going to university
0,342434.3346,56,secondary education,1,widow / widower,2,F,retiree,0,67557.04311,transactions with my real estate
0,-4555.702736,36,secondary education,1,married,0,M,civil servant,0,131049.0135,buying my own car
0,,64,secondary education,1,married,0,M,retiree,0,,car purchase
0,-2885.820058,44,secondary education,1,married,0,F,employee,0,177635.9334,buying property for renting out
0,,62,secondary education,1,unmarried,4,F,retiree,0,,construction of own property
2,-2022.630873,37,secondary education,1,civil partnership,1,F,partner,0,147412.5785,wedding ceremony
2,-2858.050025,36,secondary education,1,married,0,F,employee,0,267153.4155,purchase of the house for my family
0,-1101.0829,27,secondary education,1,married,0,M,employee,0,119873.6346,property renovation
1,354068.842,59,secondary education,1,married,0,M,retiree,0,394208.8481,purchase of my own house
1,-530.9290617,35,secondary education,1,married,0,F,employee,0,58180.95789,car purchase
0,-3559.954664,51,Secondary Education,1,married,0,F,civil servant,0,373179.4186,building a property
1,-207.887879,35,secondary education,1,civil partnership,1,M,employee,0,202504.9021,construction of own property
0,-2632.220678,53,secondary education,1,married,0,F,partner,0,70465.97401,car
2,-975.508037,32,masters degree,0,married,0,F,civil servant,0,115699.5863,purchase of my own house
0,-3040.268136,30,secondary education,1,unmarried,4,M,civil servant,0,81119.93288,building a property
1,,54,secondary education,1,married,0,F,employee,0,,real estate transactions
0,-262.9913124,47,masters degree,0,divorced,3,F,employee,0,126203.3785,property
0,-14583.1525,58,secondary education,1,widow / widower,2,F,civil servant,0,98421.06807,building a real estate
1,-6830.953112,47,secondary education,1,unmarried,4,F,employee,0,130882.2512,property
3,-4856.284324,38,masters degree,0,married,0,M,civil servant,0,514227.9859,transactions with my real estate
0,,25,masters degree,0,married,0,M,civil servant,0,,to buy a car
1,-1578.625807,34,secondary education,1,unmarried,4,F,employee,0,242712.5668,purchase of my own house
0,-1587.629505,26,Secondary Education,1,married,0,M,employee,0,145457.1004,buy commercial real estate
0,375732.8996,57,Secondary Education,1,widow / widower,2,F,retiree,0,131310.926,car
0,-3170.654951,49,secondary education,1,married,0,F,employee,0,114943.7945,building a real estate
1,-1082.665933,35,secondary education,1,married,0,F,partner,1,137218.9374,buying my own car
